location,price,Supply(Selling)_or_Demand(Buying),text,title,url,legacyId,time,commentsCount,likesCount,sharesCount,topComments/0/text,topComments/1/likesCount,topComments/1/text,user/id,user/name
,,,,Private Room For Rent,https://www.facebook.com/groups/SJSUhousing/permalink/2021757894824703/,2021757894824703,2023-09-03T18:45:46.000Z,0,0,0,,,,pfbid0Ddu1x8CsMYfev9wHZehde9BUqSUEkCDMwqD1YDGu9vFousnEp268yyCrRHMVgUZ7l,Taha Rafeeqi
,,,,Private room for rent,https://www.facebook.com/groups/SJSUhousing/permalink/2021757808158045/,2021757808158045,2023-09-03T18:45:29.000Z,0,0,0,,,,pfbid0Ddu1x8CsMYfev9wHZehde9BUqSUEkCDMwqD1YDGu9vFousnEp268yyCrRHMVgUZ7l,Taha Rafeeqi
,,,Hi everyone! Im currently looking for a room to move in to closer to the SJSU campus (currently living in the Santa Teresa-South SJ area). My budget is around 900-1100. PM if anything! Thanks!,,https://www.facebook.com/groups/SJSUhousing/permalink/2021205304879962/,2021205304879962,2023-09-02T19:31:59.000Z,2,17,0,"We have a room available at Sparta 505 we rented for our son and no longer need.  4 bedrooms, 2 shared bath, in room laundry, kitchen etc.  Gabriel Granados",1,"Are you interested in this one, which is a couple of blocks away from SJSU: https://www.facebook.com/marketplace/item/2194651634060079/?referralSurface=messenger_lightspeed_banner&referralCode=messenger_banner",pfbid02sYBnxQNB5DyJkjNkRRT6FZGz929gksozavQGwbLgMXis4FDKxd5p331QfPgPgMQnl,Gabriel Granados
,,,"Hi everyone,
Looking for a someone to fill my spot in a 2B2B at The Julian in Downtown San Jose (Zip code: 95110). The bedroom is available starting anytime during the week of August 14th and is conveniently located within walking distance of SJSU. The apartment is a few blocks away from San Pedro Square (the life of the South Bay) and walking distance to the San Jose Market Center with Target, Trader Joes, and Marshalls.
You will have your own bathroom with a tub. Laundry is in-unit.  The rent is $3593 per month(you pay half) and utilities + wifi expenses will be shared. Parking is available for an extra fee. $125/month for electric vehicle, and $135-$145/month for a gas vehicle.  The lease ends around the end of May, 2024
C7 2 Bed 2 Bath 964 - 1000 sq. ft.
Please reach out to me if you are interested.",,https://www.facebook.com/groups/SJSUhousing/permalink/1996846770649149/,1996846770649149,2023-09-02T07:04:43.000Z,0,2,0,,,,pfbid08RvzVkN2QtnFHDzVLcD8JNX8XxPhCyFzkW4XxvvhzajeXReDj2TVWhmKeUDuKKVJl,Paul Spoon
,,,"https://rental.turbotenant.com/p/610-south-2nd-street-san-jose-ca/337578
4-bedroom home for lease. Good opportunity to get friends or co-workers together. (Could consider individual room leases as well.)",Downtown San Jose home in SOFA District,https://www.facebook.com/groups/SJSUhousing/permalink/2020726021594557/,2020726021594557,2023-09-01T23:57:02.000Z,0,0,0,,,,pfbid025MGCkxiaAidV1bZS2pGST4cTdJkcTyb9Lhz9BWaBiNeAcMxYjnKptxVdNYcd1Ztbl,Chrissy Derksen
,,,"Hi everyone! 

I am looking for a one bedroom apartment or a private room/bathroom for my boyfriend and I. We both are in our early 20’s and working full-time. We both are SJSU alumni working in San Jose. Please message me if you are looking for your lease to be taken or you are looking for roommates! 

thanks!",,https://www.facebook.com/groups/SJSUhousing/permalink/2020650448268781/,2020650448268781,2023-09-01T20:09:46.000Z,2,10,0,Messaged!,,,pfbid0RMcy6J33gsFivYo8TH2iLi2w7YfBr8yw8Hty4pXNXrym8WGg3JH3XBZsXzh4FYsFl,Lucero Beas
,,,"Lease Take Over Sparta 505!!  MALE ONLY! 2 blocks from San Jose State University.  4 bedroom, 2baths. Private bedroom, fully furnished 2 shared bathrooms. Lease available now.  $1270 per month plus $20 for electricity. $500 deposit.   We rented for our son and no longer need.   If you are approved we will pay $750 of move in costs / app fees!!

you apply through 505 directly, and give deposit, place is yours.  You can also go look at room.
Unit- Shared with 3 other male roommates, each has individual bedroom. 2 bathrooms shared amongst roommates. In room laundry. See room images.  Message me direct or you can Call Sparta 505 direct and ask for info on Dante Adame’s Room",,https://www.facebook.com/groups/SJSUhousing/permalink/2020616414938851/,2020616414938851,2023-09-01T18:40:04.000Z,0,2,0,,,,pfbid02cqh7M9GLP87YxciWdewVt6aYFuLL5RhSXovdrFB411rueL676AAPEm8WnoHwQdYol,Aaronn Hansen
,,,"Permanent accommodation available for one person(no gender preference) in a private room with a shared bath in Milpitas. It’s a new lease. 
Rent : 1000$ + utilities + deposit 
Please contact for further details. Thanks!",,https://www.facebook.com/groups/SJSUhousing/permalink/2020277134972779/,2020277134972779,2023-09-01T05:55:19.000Z,0,5,0,,,,pfbid0HcSV3xT79CBRgiGQdFWZnYLaiaQEo25bd5HHtD8zDpQCvNpjaUTab87Rbg3W5dfCl,Saloni Kajale
,,,We have a 3-bedroom and 2-bath apartment next to Mitsuwa supermarket in west San Jose. Please contact me or email me at clara20882@gmail.com or message 510-498-8236. Please see the details in,Spacious West San Jose 3-bed/2-bath apartment (next Mitsuwa Market) - apts/housing for rent - apartment rent -...,https://www.facebook.com/groups/SJSUhousing/permalink/2019482205052272/,2019482205052272,2023-08-30T23:24:36.000Z,0,1,0,,,,pfbid02K2tiAWjgnhHBZYy2uwgds7PQkeWfeCitpTXf4qmHQduAy9ryK7s7BBECZczAUgitl,Jeff Yuan
,,,"AVAILABLE 1 bedroom in a 2b/1b small home near SJSU and Japantown. ANY GENDER.

my partner and I are urgently looking for a roommate to join our lease starting September 1st or as soon as you can.

The rent for the room is $850 a month. We are both students in our mid 20's.
Please reach out if interested. We can set up a day to view this week or we can do a video call tour!",,https://www.facebook.com/groups/SJSUhousing/permalink/2018946758439150/,2.01895E+15,2023-08-30T00:42:13.000Z,11,16,0,interested!!,0,Messaged,pfbid02FW1oTYVb1Ys8YYnwidBhYGxacNGX6yR5PX4tx2KwBTZRXAobXhdQcx6po6LtFYBDl,Carla Gonzalez
,,,"**** Permanent Accommodation ****

Apartment: 2 Bed 1.5 Bath

Male 1 spot available in a private room.

Total flatmates: 3

Location: 8th Street, San Jose, CA 

Right in front of SJSU 

House is fully furnished and spacious, Area is Safe and has Amenities: Microwave, Refrigerator, Heating 

- Just 50 meters away from SJSU Campus,VTA bus stops, Bay wheels, SJSU Pantry.

(Grocery store, MLK Library, Gym within walkable distance)
Contact number: +1 6693699022",,https://www.facebook.com/groups/SJSUhousing/permalink/2015572358776590/,2.01557E+15,2023-08-28T20:06:50.000Z,0,1,0,,,,pfbid0LidsF8897bXWAGYwpzKK4q8szSQiVeSuSvkN5eMPnQL3Hbb5gT7kR8Xw3QkLwNLgl,Santhosh Prasad
,,,"❤️hii im looking for a girl to take over my lease at the grad❤️
it comes fully furnished (desk, bed, dressers, etc.)
3 other amazing roomies
4 bedroom 4 bathroom (bedroom D)
walk in closet
private bathroom connected to room
nice living room area fully furnished
kitchen also comes furnished
washer and drier
comes with nice perks (gym, pool, yoga studio, grills, etc.)
rent is ~$1600 monthly
totally worth it i’d love to live here but unfortunately i cant
text me on ig @audreyavs for questions❤️❤️",,https://www.facebook.com/groups/SJSUhousing/permalink/2015496405450852/,2015496405450852,2023-08-28T20:06:47.000Z,0,0,0,,,,pfbid0KozpAfysUcLYzB7MYB1e6Cj4UCKXDMc8K7nDdiWkW15XYQMoq8uQBw9JnHZNYY1vl,Audrey Avalos
,,,"Hello Everyone, 

I am looking for a Roommate for my current lease in 2B2B, 1000Sq ft apartment near san jose Downtown. 
Apartment name: Mio Apartments
Location: 688 N 7th St, SJ, CA, 95112

Monthly rent(including Internet/Pg&e/utilities): around $800 to $1000 variable depending on the utilities bill and how many people share the room.
We are three people residing in the apartment currently, the lease can go upto 5 people. 
If anyone prefers a private room, we are okay with that too. 
Please let me know if you are interested.
Thank you",,https://www.facebook.com/groups/SJSUhousing/permalink/2015381225462370/,2.01538E+15,2023-08-28T20:06:08.000Z,3,9,0,Interested,0,Interested!,pfbid0bnRiVuQ2qXaKdEqC4mnLnHJBMRGh2wcWHr4WJNpFLxQgSYAjyHpQCV5LN55QVn9al,Arjun Patel
,,,"4 Beds 3 Baths - House

Santa Clara, CA

(NO PETS unfortunately 😔) - 1 Year Lease

Hi everyone, Leo and I are looking for 2 more people to join in on a lease in Santa Clara. One room is currently available and the other room will start around September 30th, 2023. Rent is $1,084 per month for the regular room. Utilities and wifi are separated. 

Some background about us:

I’m Daniel 23 yrs old. I graduated from King’s College London 2 years ago and currently working as a Machine Learning Engineer and doing a master's degree in Engineering Management at Santa Clara University. Likes to boulder, practice martial arts, play guitar/ukulele, play volleyball with friends, make sushi and other fire japanese food, and hike around.

Leo:
Hey there, I'm a 21-year-old software engineer based in Sunnyvale, CA. When I'm not immersed in coding and creating software magic, you can find me exploring the great outdoors through hiking, seeking out new gaming adventures, and hitting the gym to stay fit. I'm a true foodie at heart, whether it's whipping up culinary delights in the kitchen or savoring delicious dishes from around the world. As a recent grad, I'm excited about my journey in the tech world and can't wait to continue balancing work with my love for travel, experiencing new places, cultures, and cuisines.

Feel free to message if you’re interested!",,https://www.facebook.com/groups/SJSUhousing/permalink/2017054835295009/,2017054835295009,2023-08-28T20:03:44.000Z,1,10,0,"Hi Daniel, I am interested! Please check DMs. Thank you.",,,pfbid02kFyq2tZTzqNkkatPrrJPxWXJ8L1hyyn4rxDzp9YWe9aBDCQtKFTEqfA6vHLoLFCBl,Daniel Huang
,,,"Hi everyone, I’m look for a room (with hopefully) a bed in San Jose. Price range is 900-1200. I’ll be able to move in and take over a sublease starting Sept. 21!",,https://www.facebook.com/groups/SJSUhousing/permalink/2017160185284474/,2017160185284474,2023-08-28T20:03:20.000Z,0,7,0,,,,pfbid02VSiT8JJhapfkyEeHzP1DiLWptdG7EPUgJmQopCijNon1ju5pzDSysymtYPzhbhckl,Bryan Alexis Ambriz-Zamudio
,,,"Hey!! 
My Name is Hannah and I’m currently looking for a female roommate in their 20’s. Responsible and kind. Short term 1mo to 6mo. 

$1,300 
One bedroom
One bathroom 
Washer and dryer in apartment. 
Living room and kitchen access. 
Pool and hot tub.
Small outdoor patio. 

Morgan hill is where it is. 
Pictures shown over PM only. 

About myself… I am very active, I work a lot, i love girls nights and cooking. i love my cozy home but am looking for a female roommate in her 20's that can pay on time but also kind and down for dinner and girls night.",,https://www.facebook.com/groups/SJSUhousing/permalink/2018288238505002/,2018288238505002,2023-08-28T20:02:07.000Z,1,3,0,Interested,,,pfbid0nBV4uoQRTH7DSgW3sSa9RvcyipERcsRai6JHhPKH83Cfryt8uUYofxuz7chEUpaTl,Hannah Locsin
,,,Looking for a private room to rent. My budget is 1000-1200 a month. Don’t mind sharing bathroom with other people.,,https://www.facebook.com/groups/SJSUhousing/permalink/2017893358544490/,2.01789E+15,2023-08-28T03:31:18.000Z,4,15,0,I have a room available,,,pfbid0DeSgs8yjzqmrYW53L2dV2bzwoRvbzotDFDYtqF8sLuEZr6T4jNBYyFr8VbvnWB5el,Jamie Poon
,,,"Hello y’all,

Looking to fill in a private room in a 5 bedroom/ 3 bath house in the the Downtown San Jose area. The room is available to be taken over at the beginning of September. The house is fully furnished and would be living with 4 other guys. 

Rent: $921 + Utilities
Deposit: $900

Please message me for more info or if you are interested.",,https://www.facebook.com/groups/SJSUhousing/permalink/2017869848546841/,2017869848546841,2023-08-28T02:36:26.000Z,7,10,0,Interested,0,Messaged!,pfbid02h9TRFsz1QDkFE6kpqMBUUDD6SiHQjgVY8Ysii6xW1R97NDe5KxsgLt1zvydcMhddl,Alejandro Moreno
,,,"I am looking for someone to share a 3 bedroom 1. ￼5 bath in downtown SJ. Close to the university.
Room is $800 a month with $500 deposit. Included utilities. Available 9/1
Please message me for more details",,https://www.facebook.com/groups/SJSUhousing/permalink/2017209168612909/,2017209168612909,2023-08-27T00:26:25.000Z,7,9,0,I'm interested!,0,Hi thank you for your responses. The room has been rented.,pfbid02vYp8dEYhhMbB1MveeTP2U5bDm22mZABUpeYRoAziERAxp4Th63HxudppnThCVeMfl,Cathy Cloyd
,,,"Studio available now on S 7 St corner Martha St. Updated with newer kitchen and bathroom. Walk in closet. Wood floors. I can show you in person. 

2 Parking spots available. $1750/ mo plus utilities.  1 yr lease.  Up to 3 ppl in studio. 

Pls comment below and send pm.  Thank you.",,https://www.facebook.com/groups/SJSUhousing/permalink/2016658318667994/,2016658318667994,2023-08-26T02:02:32.000Z,0,2,0,,,,pfbid02sfwVhZK59gHsk2UMDFYHLqorkGsfaJMgkEkFufQhoJUsN7KZwX9Dm7diBTXQ2Hool,Eppie Lum
,,,"Hello all,

Looking for accommodation:

Me and my brother are looking for a private bedroom with attached bath, preferably only until the end of December or a month to month lease around San Jose.
Our budget for the room is $1300. We are friendly, also keep to ourselves, clean and mostly be outdoors.
A parking spot is needed if available.

Please let me know if you have any availabilty.
4082287030

Thanks,
Harsha",,https://www.facebook.com/groups/SJSUhousing/permalink/2016032732063886/,2016032732063886,2023-08-24T22:55:27.000Z,0,12,0,,,,pfbid024L55H7eizRg1ZJEkjQ9bVL3YQJPLNgbTGHj3ZXYW9AY2jSYqn3q97ZbhWHSkKp2Yl,Harsha Badugu
,,,"Room Rental: Private Primary Room with attached Bath
$1,200 per a month, split Electricity
Deposit: $1,200 
Cleaning Fee: $200 (refundable)
Master Room and Bathroom = 300 sq feet
Time of move in due 1 month rent, deposit, and cleaning fee
Location: San Jose North (Brokaw and Lundy)
 
Availability: Now
 
Looking for:
Single occupant professional or college student – Responsible, Mature, clean, and communicate
Vegan or Vegetarian preferred
Prefer at least 1 year Lease
No pets
No overnight guest
No part-time guest 
No partying
No drugs and alcohol
Non-Smoking
 
 
Condo:
2 bedroom and 2 bath condo 
Shared Washer and Dryer in Unit
Shared Kitchen - Light cooking 
Shared Living and Dining Room
Large Master and Closet (200 square feet) - Lots of storage
Attached Full Master Bath
Parking: Complex or Street parking
 
Location:
Near all major freeways (101, 280, 680, 880)
Near shopping centers and restaurants
Near Costco
Surrounding area VTA and BART Berryessa station
Near Townsend Park - Great place to work out or go for a stroll
Showings: Early mornings or after 6pm weekdays or Weekends
 
If interested, please Message. Please tell me about yourself",,https://www.facebook.com/groups/SJSUhousing/permalink/2015905218743304/,2015905218743304,2023-08-24T16:49:11.000Z,0,1,0,,,,pfbid02LMLe8P3veiD7JuGqDWithYjPPKcYrx5iXozpVqDmXjxqaRFFhpRwcoVroNTs6ajzl,Donna Yee
,,,"Permanent accommodation is available for males from September to be added to the lease at Fountain Plaza in a 2 bed 2. bath flat. One bedroom, spacious enough for 3 twin beds, with a walk-in closet and bathroom is available
The home is a pure vegetarian (no-eggs also) household
Move-in date: 15th September
Rent for the room: $1625
Utilities: Even Split among all roommates
Deposit: $1500 for the room
We are 3 people in the other room and willing to give this room up as a private room or for sharing (up to 3).
🏡 Apartment: 2 Bed 2 Bath
📍 Location: 190 Ryland St, San Jose, CA 95110, United States
🚶near SJSU, 15 min walk
🛒 Grocery stores: Target 10 minutes walk
🚍 Bus and Light Rail (VTA): 5 min walk each
Facilities:
🥘 Fully Equipped Kitchen(Fridge, Oven, Microwave, Air Conditioning)
🧺 In-house washer and dryer
🧽 Dishwasher
🏋️ Exercise Room/Gym
🏊swimming pool
🎱Lounge room with pool table
Contact:
Raj: +1(408)690-6428",,https://www.facebook.com/groups/SJSUhousing/permalink/2015344202132739/,2015344202132739,2023-08-23T18:01:00.000Z,0,2,0,,,,pfbid0267PBybzRPcsKrJ5qwv9LBV2MTmZA3RpaoP56En2zb6JLYSCMvvk7dWcCoG2hMuSPl,Rajagopalan Sunderarajan
,,,"1 room in a 3 bed/2 bath at 328 N Market St.(Villa Torino) for lease from Sept 2023 - May 2024. Rent is $1226 per month and includes amenities such as a gym, pool, in-house laundry and 2 parking spots for the unit. Msg for details!",,https://www.facebook.com/groups/SJSUhousing/permalink/2015342158799610/,2.01534E+15,2023-08-23T17:54:50.000Z,1,0,0,"Hi, please DM me if this is still available. Thank you.",,,pfbid02SCDcyFzbP2euqiiTdcb4REhhdjt7EQ7GKZnsWhA4ZF479Y4r3svEn7R3afQWdpKtl,Albert Tran
,,,"[AVAILABLE ASAP, Female Only]
URGENT POST! Hi Everyone! I'm reletting a single occupancy room (Bedroom B) in a D1 floorplan (floors 3-7), where the lease started August 19, 2023, and ends July 31st, 2024 at The Grad. Rent is $1527 with utilities included! Parking Options include Single/ Tandem.
Quiet/Clean Household
Ceiling to Floor Windows with great view of pool/gym on the 4th floor.
Close to campus, probably around a 5-minute walk at most/ tons of restaurants nearby
Fully furnished (FULL XL bed, desk, etc.) & in-unit washer and dryer
Amenities: Pool and deck, Fitness Center, Outdoor Areas, Study lounges, etc.
If you're interested, please message me ASAP and I'd be happy to give you more details!
The Grad website: https://thegradsanjose.com/",,https://www.facebook.com/groups/SJSUhousing/permalink/2015306738803152/,2015306738803152,2023-08-23T16:32:54.000Z,0,4,0,,,,pfbid0367pVURkTWbXySRkua43Bt9RunDiT9hS9vwyeAMXRGaBryMwhi8f5iAzQ8mcjtmkil,Shawmi Hafiz
,,,Hi everyone. I’m looking for a private room and bath in San Jose or nearby areas. My budget is 1000-1600. Please let me know if you have any availability. Thanks!,,https://www.facebook.com/groups/SJSUhousing/permalink/2015031722163987/,2015031722163987,2023-08-23T05:34:38.000Z,6,9,0,"i have a room with one large shared bathroom, other tenant is gone a third of each month",,,pfbid02ZeFgnFN7rLeHoqpBxMgUKRi79GBXUrqcbYCvFG4x6eRheXxvPZmd6SFou2ZtFjQxl,Alisha Sh
,,,"Room Rental: Private Primary Room with attached Bath
$1,200 per a month, split Electricity
Deposit: $1,200 
Cleaning Fee: $200 (refundable)
Master Room and Bathroom = 300 sq feet
Time of move in due 1 month rent, deposit, and cleaning fee
Location: San Jose North (Brokaw and Lundy)
 
Availability: Now
 
Looking for:
Single occupant professional or college student – Responsible, Mature, clean, and communicate
Vegan or Vegetarian preferred
Prefer at least 1 year Lease
No pets
No overnight guest
No part-time guest 
No partying
No drugs and alcohol
Non-Smoking
 
 
Condo:
2 bedroom and 2 bath condo 
Shared Washer and Dryer in Unit
Shared Kitchen - Light cooking 
Shared Living and Dining Room
Large Master and Closet (200 square feet) - Lots of storage
Attached Full Master Bath
Parking: Complex or Street parking
 
Location:
Near all major freeways (101, 280, 680, 880)
Near shopping centers and restaurants
Near Costco
Surrounding area VTA and BART Berryessa station
Near Townsend Park - Great place to work out or go for a stroll
Showings: Early mornings or after 6pm weekdays or Weekends
 
If interested, please Message. Please tell me about yourself",,https://www.facebook.com/groups/SJSUhousing/permalink/2014933452173814/,2014933452173814,2023-08-23T01:42:23.000Z,0,0,0,,,,pfbid02LMLe8P3veiD7JuGqDWithYjPPKcYrx5iXozpVqDmXjxqaRFFhpRwcoVroNTs6ajzl,Donna Yee
,,,"AVAILABLE 1 bedroom in a 2b/1b small home near SJSU and Japantown. FEMALE ONLY
my partner and I are urgently looking for a roommate to join our lease starting September 1st.
The rent for the room is $900 a month. We are both students in our mid 20's.
Please reach out if interested. We can set up a day to view this week.",,https://www.facebook.com/groups/SJSUhousing/permalink/2014920515508441/,2014920515508441,2023-08-23T01:06:00.000Z,0,12,0,,,,pfbid02FW1oTYVb1Ys8YYnwidBhYGxacNGX6yR5PX4tx2KwBTZRXAobXhdQcx6po6LtFYBDl,Carla Gonzalez
,,,"Hi,

I am looking to sub-lease my room in a 3 bed 2 bath apartment. The apartment is Apex Apartments, 1102 S Abel St, Milpitas. The apartment is right next to BART station, Trader Joe’s and Great Mall. The lease for the apartment is till December 17, 2023. THe rent for my rooms comes out to be 1340$ and utilities come out to be around 150$ per month. 

Immediate move in is available.

",Apex,https://www.facebook.com/groups/SJSUhousing/permalink/2014889235511569/,2014889235511569,2023-08-22T23:37:14.000Z,1,2,0,Hello dose this come with parking? if it does message me I am interested,,,pfbid0aeuBP4v9yXEhxUrTBCwKiJWyXLDZojDTL87psBuBZ79hZbE4p6VVVq2vfF9Nrrrbl,Kumar Shantam
