location,price,Supply(Selling)_or_Demand(Buying),text,title,url,legacyId,time,commentsCount,likesCount,sharesCount,topComments/0/text,topComments/1/likesCount,topComments/1/text,user/id,user/name
,,Supply,"Hello!

I am looking for somebody who can sublease my room at The Grad in San Jose. The sublease is from June 1st-July 31st 2024, so it will be perfect for those looking for a short term stay for an internship or any other short business you may have near San Jose State University (2 blocks away from the west side entrance of the campus).

The unit has 3 bedrooms and 3 bathrooms on the 16th floor and fully furnished – I currently live with 2 other female roommates. You will have your OWN bedroom and bath with a shared living room/kitchen. The rent is $1587 – includes utilities (water, sewer, trash). You may need to get your own renter’s insurance. It's a pet friendly building (additional fee for each pet, on top of rent) .

Please contact me if you have any questions :) 

Amenities:
* Yoga room
* Fitness center/Gym
* Computer Lab
* Study rooms
* Pool
* Jumbotron
* Grills
* Multi-purpose room
* Wireless
* In-unit washer/dryer
* Parking Garage (additional fee, on top of rent)

FAQ’s: [https://thegradsanjose.com/faq](https://thegradsanjose.com/faq/)",,https://www.facebook.com/groups/SJSUhousing/permalink/2132789620388196/,2132789620388196,2024-02-29T05:18:31.000Z,0,4,0,,,,pfbid0SpNJ9ZiA6yeCr4htjVFxeDdgvdp9fXBNRSWEsTkNvsDRZ4VgLfwDSTXrCDYNrNtql,Victoria Rioflorido
,,Demand,"Hi everyone! Looking for a 2-person or 4-person sublet over the summer between the rough dates of May 20th and Aug 20th. My friends and I are interning over the summer in the area and are looking for a place to stay, please reach out!",,https://www.facebook.com/groups/SJSUhousing/permalink/2133313180335840/,2.13331E+15,2024-02-29T05:16:07.000Z,0,7,0,,,,pfbid0tXXGxnrv4Mgc4vFm2i2Vv294gqUfeYvTZ9AaxavLokt2FamtLRuu8aUv2CZPhS4vl,Allen Shen
,,Demand,"Hi everyone!
My name is Apeksha Gaonkar. I am a college student studying at UCSD in San Diego. I will be in Santa Clara this summer for an internship, and I am looking for summer sublet starting 20th of June till 22nd of September. Please let me know if you have any options.",,https://www.facebook.com/groups/SJSUhousing/permalink/2133362863664205/,2133362863664205,2024-02-29T05:15:37.000Z,1,10,0,,,,pfbid0R6YrGKt9a6xFpzh1edyK9f6Nhv2TcvuR5vF7XkZsmkU22ZzTEE8JqmZmidvZwvfYl,Apeksha Gaonkar
,,Demand,I'm looking for a short term lease (Beg June - End of August) for a private room. Please message me if you would like to lease out or have any leads. Thank you!,,https://www.facebook.com/groups/SJSUhousing/permalink/2133406026993222/,2133406026993222,2024-02-29T05:15:32.000Z,1,16,0,,,,pfbid02neTaRsZhAoLAA8ZjjPfauMUfjrcZXK8cFBMFVAVNmraF7CVefTttnxrew3PUB84Gl,Saket Mukthapuram
,,Supply,"Hi everyone! Looking for a female roommate to share a room in a 2b 1ba home. Room is available April 1. Home is located in Downtown SJ, it is an about a 7 min walk and 2 min drive. If you’re interested and would like to see pictures of the room and the home feel free to message me!😊

- Rent $675 
- Deposit $675 
- Internet $28",,https://www.facebook.com/groups/SJSUhousing/permalink/2133612033639288/,2133612033639288,2024-02-29T05:08:36.000Z,0,18,0,,,,pfbid02ucs3X7i35p6xi7QNwySnceS7kRXoXiifRc5dUQGK44TJgGoYMHznW2fZwuW3Quvml,Laisha Romero
,,Supply,"Looking for a roommate to share a bedroom with me from 1st March 2024 here at “The Julian” near the lively San Pedro St. 

This one is a 2B1B apartment, wherein 1 bedroom is occupied by my housemate & you will be sharing the other bedroom with me for $725/month 

Rent: $2901/month ($1,450/bedroom) 

Address: 171 W Julian Street, San Jose, CA 95110

The apartment has an in-unit washer and dryer. Smart thermostat & door locking system. The community has a beautiful rooftop terrace with a fire pit. Moreover, there are study lounges, a swimming pool, hot tub, dog park, leisure space, parcel pending lockers, basement parking & so on. The Julian is located near the lively San Pedro street & it is also close to SJSU, Northeastern University, & San Jose Airport. 

Companies like Zoom, Adobe, Deloitte, PG&E, etc are in close proximity. 

Feel free to comment or send a message if you are interested!

Thank you!

#sanjose #apartment #apartmentsinsanjose #thejulianapartments",,https://www.facebook.com/groups/SJSUhousing/permalink/2132900413710450/,2.1329E+15,2024-02-27T22:59:04.000Z,0,8,0,,,,pfbid0MpR4EiXd83HL8L1eHneEH9GkuzjgySJwdDnM3AVWZrb71gDDvzAjq5QcK1jpfWpyl,Akshay Kautkar
,,Supply,"IM RENTING ROOMS IN SOUTH SIDE SAN JOSE  
Available April 1st  
I am renting out 3 bedrooms and 1 bathroom to a Family or a group of people. (Not Renting it out Individually)  
Rent is for 3 rooms is $3,700 + utilities Deposit is $3,700  

ABOUT THE ROOMS: 
- 2 Rooms: Size 10x10 
- 1 Room: 13x15 
- Shared Bathroom amongst each other 
- Access to brand New Washer / Dryer on site 
- Internet included 
- Full use of the kitchen  

ABOUT THE HOUSE: 
- Corner house so there's plenty of parking space 
- Right next to 101 Freeway so you'll have quick access  
NO PETS.",,https://www.facebook.com/groups/SJSUhousing/permalink/2131828987150926/,2131828987150926,2024-02-26T03:29:37.000Z,0,5,0,,,,pfbid02vQ5RSFoqGYpKHuFbESYDBWzPgvpXHKXRVVhMj56KPGnLVYz9vxwRS3SA2T6oi3cel,Amber Vo
,,Supply,"Price update! Available! (March 1st)
$1200 for 1 bedroom (Utilities and internet already included)
2 Bedroom 1 Bathroom Rental - South San Jose

Looking for young professionals to rent.
I have a 2 story house with 1 room and 1 shared bath available with a separate entrance and kitchen. Kitchen includes a sink, microwave, and refrigerator. Bedroom has a front street view. No washer and dryer. Rooms are ready to move in for stable, progressive professionals. Plenty of street parking.

As follows:
* Separate private entrance
* Electric & Gas included
* Garbage included
* Water included
* Xfinity WiFi Internet included
* Right next to Oak Grove High School
* Quiet residential area 1 block away from an elementary school.
* 5 Minutes away from Target, Oakridge, Safeway, Lucky’s, CVS
* 5 Min. access to 101, 85, 87
* 7 to 10 Minutes away from Google Silver Creek Sportsplex Shuttle
* 10 minutes away from Walmart shuttle
* No Pets
* No smoking inside the house
* No washer and dryer access

If interested, just message me, and we can set up some viewing time.",,https://www.facebook.com/groups/SJSUhousing/permalink/2131657270501431/,2131657270501431,2024-02-25T19:39:47.000Z,0,1,0,,,,pfbid0mXhTtuuW5VPFEpDRSzRdYBeYenmDHarx3rTUwC3nU5zCuFf3KKUzxKCoSUHwh6jrl,Matsu Tong
,,Demand,"Hi me and my roommate lease ends this weeks so would like to finds a place asap. We would prefer to share a room and budget is under 1600. We are open to san jose, sunnyvale, and santa clara area. We are clean and friendly and don't mind pets",,https://www.facebook.com/groups/SJSUhousing/permalink/2131618657171959/,2131618657171959,2024-02-25T18:08:29.000Z,3,16,0,Dm'd you!,0,Dmed you,pfbid0i4Xtmbge2Ar5cBdcWHK4QkavLyPjeNUQfWpJVkKnNNBiTXSK6TTmdYXVzkg3RBnzl,Diego Quiros
"San Jose, CA","$1,180",Unknown,,3 beds · 3 bath · Townhouse,https://www.facebook.com/groups/SJSUhousing/permalink/2131129433887548/,2131129433887548,2024-02-24T23:10:54.000Z,0,1,0,,,,pfbid02d5funKWb3xWEPUSTgmmPHSv96BT872xZj2Ck3GABGcrh4aL376wUs7HRNPXh85S4l,Rohan Ganu
,,Supply,"🏠 Permanent 1 Spot available in 2 sharing Master Bedroom at 360 Residences, Downtown San Jose.

💵 Rent: $710 per person in the Master Bedroom.
🚪 Room Features: Master Bedroom in a 2B2B apartment with a walk-in closet.

🚶‍♂️ Location Advantage: Just a 10-minute walk to SJSU, with a VTA bus stop right opposite the apartment.

📅 Availability: Starting the first week of March 2024.

🏢 Amenities: In-unit washer and dryer, gym 🏋️‍♂️, and pool 🏊‍♂️ access.

📍 Address: 360 S Market St, San Jose, CA 95113

📩 Contact for More Info:

Vinay: +1 408-791-7294
Javeed: +1 408-791-7122

For more information about the flat, click on the document below:

https://docs.google.com/document/d/1DzGNtROelKft5vBI-MkHITeN0uWXOaceez5ojc99UUE/edit",,https://www.facebook.com/groups/SJSUhousing/permalink/2130431040624054/,2130431040624054,2024-02-23T18:52:23.000Z,0,2,0,,,,pfbid0RgBobyyqMFQC9TBCywtb5QvfN4R9PNo81fEd3bPAveu91raafrX1Vi7XVaAN9ToDl,Vinay Reddy Seelam
,,Supply,"[Room for rent in a safe, quiet and convenient location]

Greetings,

We have an unfurnished bedrooms available in a 4-bedroom single family house located in a safe and quite cul-de-sac in South San Jose 95123.

The rent is $1,150 per month (utilities are included). This room is for single occupancy only. You will share a spacious living room and a bathroom with ONLY one other roommate. We do not use these spaces. 

Cooking is allowed and shared with us. Dryer/Washer are available. Pets, smoking and drugs are not allowed. Deposit is one month rent. The house has high-speed fiber internet (300 mbps). 

The house is conveniently located: 15 minutes to SJSU, 1 mile to Highway 85 and 87, 1 mile to Snell Light Rail Station, 3 miles to Target, Ranch 99 & West Field Oakridge Mall. Grocery store Smart & Final and Blossom Hill & Eagles bus stop are within walking distance. 

A little bit about us: Our family of three occupies the master bedroom. My husband is an engineer and I work in accounting. We are quiet, clean and respectful of others. In our free time, we enjoy gardening, hiking and good coffee. We want to make this house a pleasant place to stay. 

If you are interested, please PM me.",,https://www.facebook.com/groups/SJSUhousing/permalink/2130074317326393/,2130074317326393,2024-02-23T05:47:26.000Z,0,1,0,,,,61556389644225,Nhu Ngoc
,,Unknown,"Hello I’m posting this because there has been a lot of scams Me and my Partner almost got scammed today  by this person. I seen their listing and messaged them because I was interested, they send me a video tour and everything and conversted about the room. They then proceeded to give me their landlords information and I messaged them. Everything seemed very legit until they They started changing the group name and asking me questions like “what’s your favorite color” and being very exceeding about when I would fill out the application. I then proceeded to look them up and to surprise they has multiple posts about the same listing on multiple college groups that are not related to SJ.",,https://www.facebook.com/groups/SJSUhousing/permalink/2129998954000596/,2129998954000596,2024-02-23T02:17:30.000Z,2,18,0,"Anyway pls only post legit postings, and report scams as this has delayed my Room search for me and my partner by a lot",3,"Good that you caught them, they're getting really sophisticated. I would suggest to either tour the place AND talk to the neighbor (they can pick a vacant house and pretend to be the owner) OR at the very least, video call if you're not local.",pfbid0q5LiHJS2MiKjFJDD2R9ysAJ81vvhQxT8jpV3nP6KdPqmVVXnMgGUCWzLrBPmXxqcl,Alma Ríos
,,Supply,"❗️Summer Lease Takeover ❗️

When: June & July 2024
Where: Downtown SJSU (3 blocks from campus) 
Unit: Room (SHARED BATHROOM) 
Cost: $1,120 + utilities (PG&E & water) 
Features: 7-eleven across the street, WiFi covered by landlord, close to campus and grocery stores, washer and dryer onsite, available street parking, portable A/C units, spacious backyard, storage space in basement, and living spaces shared with others in the house. 
Contact for more information!(:",,https://www.facebook.com/groups/SJSUhousing/permalink/2129753097358515/,2129753097358515,2024-02-22T16:38:21.000Z,3,4,0,"Hi, is this still available?",,,pfbid0GAEoUTumXisYivcRcQjK1nzvqGGdZ4pDuGNGiPHSv9iizgoH2DWLFxM3peikWLNhl,Sergio Dominguez
,,Supply,"Walk 3-4 blocks to Sjsu. Entire unit available 1 bedroom, 1 bathroom, kitchen and living/dining. Spacious with high ceiling.  Laundry facilities at the back room. 
Painted, remodeled kitchen with new cabinets and flooring. Wood floors on bedroom and living/dining. 1 Parking space plus street permit parking. 

Semifurnished with table, desk, fridge and built in shelf. 

On North 10 st. Corner St John. Small pets ok with pet deposit and cleaning fee. No pet rent. $2200/mo plus utilities.  Available now. 

For in person showings, pls message below and send me pm. Thank you.",,https://www.facebook.com/groups/SJSUhousing/permalink/2129524630714695/,2129524630714695,2024-02-22T08:09:01.000Z,0,3,0,,,,pfbid02sfwVhZK59gHsk2UMDFYHLqorkGsfaJMgkEkFufQhoJUsN7KZwX9Dm7diBTXQ2Hool,Eppie Lum
,,Demand,I'm looking for a month -to month or short term lease for a private room. Can move in immediately. Please lmk if you have any leads,,https://www.facebook.com/groups/SJSUhousing/permalink/2129485564051935/,2129485564051935,2024-02-22T06:24:44.000Z,24,20,0,Messgaed,0,Messaged,pfbid02aPVzwGbmeGxZeFx1eT6BqNPPHCivUcDwYsmirKWUAfUn9PnB97NJ2iaA5nJ7yhLel,Parth Patwa
,,Demand,"Hi everyone, I'm looking for a private room with private bath in the North SJ, North Sunnyvale, Milpitas, or south Fremont area. My budget is $1500.
Let me know if you have anything available!",,https://www.facebook.com/groups/SJSUhousing/permalink/2129461844054307/,2129461844054307,2024-02-22T05:19:26.000Z,2,13,0,Messaged you.,0,DMed,pfbid031q9XPiaXmruJNGFz4hvhxyeBdUjsJLeTL3aWKryh8w6SEoSCvPFYv8nZJqw9hkwpl,Sandra Ladjadj
"San Jose, CA","$1,180",Unknown,,3 beds · 3 bath · Townhouse,https://www.facebook.com/groups/SJSUhousing/permalink/2128642514136240/,2.12864E+15,2024-02-20T17:39:55.000Z,0,2,0,,,,pfbid02d5funKWb3xWEPUSTgmmPHSv96BT872xZj2Ck3GABGcrh4aL376wUs7HRNPXh85S4l,Rohan Ganu
,,Unknown,,This content isn't available right now,https://www.facebook.com/groups/SJSUhousing/permalink/2128346110832547/,2128346110832547,2024-02-20T06:10:01.000Z,0,0,0,,,,pfbid0Q1Y2PPQBuR8NiFN4C7sdDuHJknk2tksMjm6MvQbyoiKrvK2YX3uFtggsgYkpZXPDl,Daniel Cao
,,Supply,"Sublet: The Grad
Hey! I'm looking to sublet my unit ASAP - July 2024
**This is a PRIVATE SINGLE room so only one vacancy**
**LOOKING FOR 1 MALE**
**RENT IS $1695**
**3 male roommates**
**clean and friendly atmosphere**
🌆 Key features:
- D2 Floor Plan on the 13th Floor (4bed/4bath)
-great view of downtown
- single private room + bathroom
- downtown location, 3 minute walk to SJSU
- in-unit washer + dryer
- fully furnished
- facing San Jose State University and the mountains
- fully furnished (bed, storage, desk, and chair)
- utilities included
- wifi included
- 55” television in living room
- Lease end: July 31st, 2024
🏙️ Amenities:
- Gym
- Jacuzzi & pool
- Study rooms
- Gaming room (billiard/foosball)
- Yoga studio
- Garaged safe indoor parking (there are also other garages to pay monthly for parking)
- Grilling stations
- Free printing
📅 Cost:
- Rent is $1695, includes utilities, wifi, and furniture
⁃    Address: 88 E San Carlos, San Jose, CA",,https://www.facebook.com/groups/SJSUhousing/permalink/2128188517514973/,2128188517514973,2024-02-19T23:11:54.000Z,0,3,0,,,,pfbid0f8VZk3ZYYoDJMuQ4tmyqBV7WxLhgXeUKZ16oK1WpFBU3q8FrnNkmmFsqQBZ8gCvyl,Nathan Marcelo
,,Supply,"Private Room with shared bathroom in Sunnyvale

Rent: 1,150
Security deposit: 1,150
Bills: not included 
Property type: House 
Room: Unfurnished 
Preferred gender: Anyone welcome 
Available: Now preferred move in date March 1st

LGBTQ+ friendly, pet friendly, parking available, internet included, cannabis friendly 

About room:
🏡 Explore the perfect room in Ponderosa Park! This safe, quiet neighborhood offers a commuter-friendly environment with proximity to stores, restaurants, and schools. The 10x12 private room features a spacious closet, with shared access to a well-maintained bathroom and common areas. Enjoy the convenience of in-house Washer and Dryer. The expansive front and back yards are ideal for gardening, boasting citrus trees for homegrown freshness. With quick access to Caltrain, Freeways, and major tech companies, this room is tailored for a comfortable and connected lifestyle. Ample street parking ensures a secure and private living experience. Ideal for working-class individuals of all ages.

About roomies: 👥Welcome to a warm and inviting home shared by three fantastic male roommates! All tech professionals, they bring a friendly and respectful vibe to the living space. Embracing a laid-back atmosphere, these roommates enjoy hanging out together, cooking up delightful meals, playing board games, catching movies, exploring restaurants, and engaging in casual chats. If you’re seeking not just a place to stay, but a community of likeable and sociable individuals, this is the perfect fit for you. Send a message to join this delightful home.",,https://www.facebook.com/groups/SJSUhousing/permalink/2127276737606151/,2127276737606151,2024-02-18T12:11:43.000Z,0,0,0,,,,pfbid0q5LiHJS2MiKjFJDD2R9ysAJ81vvhQxT8jpV3nP6KdPqmVVXnMgGUCWzLrBPmXxqcl,Alma Ríos
,,Supply,"I have two fully furnished rooms available within 6 miles from SJSU. 2 minutes walk to the bus or use bike if you do not have car. Rent 1099 plus $126 Utilities which includes Gas Electricity Hot Water, Trash, Sewerage and Internet. You will have all Kitchen, Laundry and High-Speed Internet facilities. Most of major corporations like Nvidia, Intel Applied Materials and many more are within couple miles so is Santa Clara University and Mission college. It is upscale neighborhood and quite peaceful ideal for students to concentrate on their homework. Public transport and major grocery stores like Target, Smart Final Sprouts and Indian grocery at walking distance. To view the property please call.Text Arun at 4089036670.  Address : 2114 Bailey Place, Santa Clara, CA 95050
Intersection Monroes & Scott Blvd.  
I AM ALUMNI OF SJSU WITH MS IN INDUSTRAIL ENGINEERING.",,https://www.facebook.com/groups/SJSUhousing/permalink/2085950768405415/,2085950768405415,2024-02-18T07:57:04.000Z,0,2,0,,,,pfbid0Neo5PGEgYjFhaQZiDaihH7U1WnXPi8aVC4VmkdqJpfZ3ZbLko94GXnDZYGADNkQ9l,Arun Tangnu
,,Supply,"🏠Sublet: The Grad

Hey! I'm looking to sublet my unit from June 2024 - July 2024

**This is a DOUBLE so TWO vacancies available in one room** 

**LOOKING FOR 2 MALES** 
**RENT IS $1280 PER PERSON** 

🌆 Key features:
- D1 Floor Plan on the 12th Floor (4bed/4bath) 
-great view of downtown
- double room + bathroom
- downtown location, 3 minute walk to SJSU
- in unit washer + dryer
- fully furnished
- facing San Jose State University and the mountains
- fully furnished (bed, storage, desk, and chair) 
- utilities included
- wifi included
- 55” television in living room
- Lease end: July 31st, 2024

🏙️ Amenities: 
- Gym

- Jacuzzi & pool
- Study rooms
- Gaming room (billiard/foosball)
- Yoga studio 
- Garaged safe indoor parking
- Grilling stations 
- Free printing 

📅 Cost: 
- Rent is $1280, includes utilities, wifi, and furniture 
    ⁃    Address: 88 E San Carlos, San Jose, CA",,https://www.facebook.com/groups/SJSUhousing/permalink/2126992380967920/,2.12699E+15,2024-02-18T00:51:43.000Z,0,1,0,,,,pfbid0KzvESwTLKLRfkMzv7DStxdnyNJX2K9vTC3GvcBzNGMra7rQmuqF2BTJSjZ6ZJmTJl,Sagar Kumar
,,Demand,"Hello everyone! I'm going to attend SJSU this fall and I need a room to stay at for a long time, or share a room with someone. My budget is approximately 800, with rent and shared utilities, and I'm planning to move around June/July. I don't smoke, drink alcohol, or do any drugs, and I'm not too picky with pets around. If anybody knows of something similar, please let me know.",,https://www.facebook.com/groups/SJSUhousing/permalink/2126445797689245/,2126445797689245,2024-02-17T18:36:52.000Z,4,9,0,I am Alumni of SJSU California  I did Ms Engineering from SJSU California in 1975,,,pfbid0231qneRCw9fJUJz9Vdij4JSoysfgHknYDGXaBS6BhuW83L5N7dSB4MoTc5T5DE7tTl,Tunir Bhattacharya
,,Supply,"Private master bedroom with its own bathroom available in a 4 bed/4 bath townhouse, 10 minutes south of campus (near Communication Hill). Only Male students for the room, two of us are currently attending SJSU, and one recently graduated.
* $1150 + utilities
* Available March 1st

It is a temporary lease with the lease ending on May 1st.
* 2-month lease
* In unit washer/dryer
* Bedroom unfurnished besides a desk
* There is a house cat
* Shared common spaces on the 2nd floor
* Attached 2 car garage
* 5 minute drive to target and costco
* 1 minute walk from a park in the neighborhood

If you are interested, please tell me a little about yourself and I am free to answer any questions you have.",,https://www.facebook.com/groups/SJSUhousing/permalink/2125704987763326/,2125704987763326,2024-02-16T17:46:10.000Z,1,0,0,Interested,,,pfbid02coBRYUuX2cgyqZ3WwH6Hho77bw4HjuvksNVMryDshfDHPqgkGeaPQryZDryLvJ1hl,Matt Whalen
,,Supply,"Private room w/ shared bathroom avaliable 💛
- March 1st avaliable! 
- $1050 + utilities 

Location Willow Glen Area! 10 min from sjsu. 
- 2 dogs, 1 cat 
- friendly housemates 
- shared common spaces",,https://www.facebook.com/groups/SJSUhousing/permalink/2125516747782150/,2.12552E+15,2024-02-15T17:40:31.000Z,4,6,0,Sent a dm,0,10 minutes walking?,pfbid0FvUhEvpAZG5FHnzA1w31b8CGKZHXqphZVZ85j5nqxvjGM87TS3PRzv1GKRfrwCodl,Grisel Meza
